Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
shm3763,"Bisley Bible Art-Christ on Cross, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/christoncross.jpg?v=1505679737,1,"Bisley Bible Art-Christ on Cross, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/christoncross.jpg?v=1505679737,lb,,
shm3762,"Bisley Bible Art-Annunciation, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/announciation.jpg?v=1505679736,1,"Bisley Bible Art-Annunciation, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/announciation.jpg?v=1505679736,lb,,
shm3761,"Bisley Bible Art-Ascension, signed","13"" x 19"" full-color lithograph from Simon Bisley's <i>Illustrations from The Bible.</i>Giclee printed on archival paper.Signed by Simon BisleySimon Bisley_s <a href=""product_info.php?products_id=4791""> Illustrations from the Bible</a> has been reprinted as an oversized soft cover and is now back in stock.",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,35.96,39.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/ascension_f7d246ee-5252-4e18-bbbd-34c2f1fdaf7a.jpg?v=1505679736,1,"Bisley Bible Art-Ascension, signed",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/ascension_f7d246ee-5252-4e18-bbbd-34c2f1fdaf7a.jpg?v=1505679736,lb,,
shm3688,Serpieri poster - Aphrodisia Lithograph <b>Signed & #</b>,"<p>by SerpieriSigned and Numbered - 19"" x 23"" - Four ColorOnly 12 available!</p>",Heavy Metal - No Sale,Poster,"onsale, Posters, Signed",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,157.46,174.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/serp_lith.jpg?v=1505679987,1,Serpieri poster - Aphrodisia Lithograph <b>Signed & #</b>,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/serp_lith.jpg?v=1505679987,lb,,
shm3348,Bisley poster - Ecosystem,"Ecosystem by Simon Bisley, featuring Shit the Dog<p>""Shit the Dog"" was created in 1998 by writers Alan Grant &amp; John Wagner and illustrated by our own Simon Bisley</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/stdpost.jpg?v=1505679740,1,Bisley poster - Ecosystem,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/stdpost.jpg?v=1505679740,lb,,
shm3042,Bisley poster - Lingerie Kickboxer,"<p>19"" x 24"" Limited edition of 500</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/mini-LingerieKickboxer_Simon_Bisley.jpg?v=1505679745,1,Bisley poster - Lingerie Kickboxer,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/mini-LingerieKickboxer_Simon_Bisley.jpg?v=1505679745,lb,,
shm3041,Bisley poster - 5A,"<p>19"" x 24"" Limited edition.</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley5a.jpg?v=1505679738,1,Bisley poster - 5A,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley5a.jpg?v=1505679738,lb,,
shm3040,Bisley poster - 2A,"19""x24"" Limited edition.Was $19.95<p align=""center""><strong><font color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif""><em></em></font></strong></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,9.00,10.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley2a.jpg?v=1505679737,1,Bisley poster - 2A,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/simonbisley2a.jpg?v=1505679737,lb,,
shm3032,Royo poster - Time Travel,"<p>19"" x 24"" Limited edition.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/luisroyo6.gif?v=1505679956,1,Royo poster - Time Travel,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/luisroyo6.gif?v=1505679956,lb,,
shm3030,Spaceship-Angus McKie artwork (ES),"Discover the gorgeous artwork of the ""Smile"" spaceship by Angus McKie<p>This item is distributed by Extensive Search (ES) - Heavy Metal cannot ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p>Shipping for this item is $15.00</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/spaceship.jpg?v=1505680006,1,Spaceship-Angus McKie artwork (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/spaceship.jpg?v=1505680006,lb,,
shm3029,DEN  - Corben artwork poster (ES),Enjoy the matchless beauty of Richard Corben's art from his famous DEN series<p>This item is distributed exclusively by Extensive Search (ES) - Heavy Metal doesn't ship this title. Your order for this poster will be passed along to ES for immediate processing and shipping - please be aware this product may take a couple of weeks to be delivered.</p><p></p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/denseries.jpg?v=1505679773,1,DEN  - Corben artwork poster (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/denseries.jpg?v=1505679773,lb,,
shm3028,"DEN 27\X41\""- Corben artwork (ES)""",A rare theater movie display. Great Richard Corben art<p>This item is distributed by Extensive Search (ES) - Heavy Metal doesn't ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few days to be processed prior to shipping.</p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,76.50,85.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/den27x41.jpg?v=1505679773,1,"DEN 27X41""- Corben artwork (ES)""",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/den27x41.jpg?v=1505679773,lb,,
shm3027,Hideaway - Taarna poster (ES),Relive the memories of Taarna apprearing at her Avenging Goddess Hideaway to don her skimpy Tarakian costume<p>This item is distributed by Extensive Search (ES) - Heavy Metal cannot ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p>Shipping for this item is $15.00</p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/hideaway.jpg?v=1505679827,1,Hideaway - Taarna poster (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/hideaway.jpg?v=1505679827,lb,,
shm3025,Broadsheet - Original 1981 movie images (ES),Showing 6 different scenes. Illustrates six of the most famous scenes from the movie<p>This item is distributed exclusively by Extensive Search (ES) - Heavy Metal doesn't ship this title.  Your order for this Broadsheet will be passed along to ES for immediate processing and shipping - please be aware this product may however take a couple of weeks to be delivered.</p><p>Shipping for this item is $15.00</p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/broadsheet.jpg?v=1505679758,1,Broadsheet - Original 1981 movie images (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/broadsheet.jpg?v=1505679758,lb,,
shm3021,1981 New York -Taxi-1981 Movie Poster,"Entertain you and your friends by having Harry Canyon's taxi in your own home!
<p> </p>
<p align=""center""> </p>
<p> </p>
<p align=""center""> </p>
<p><strong><span color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif"" style=""color: #990000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: large;""><em>Also Check out <a href=""/shm/product_info.php?products_id=5487"">the original movie album</a></em></span></strong></p>
<p> </p>",Heavy Metal,Poster,"Dcon, onsale, Posters",false,Variant,Default Title,,,,,"",0,shopify,19,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/newyorktaxi.jpg?v=1505679673,1,1981 New York -Taxi-1981 Movie Poster,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/newyorktaxi.jpg?v=1505679673,lb,,
shm3020,Corvette poster (ES),Display the interstellar Corvette cruising the stratosphere to earth<p>This item is distributed by Extensive Search (ES) - Heavy Metal cannot ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p>Shipping for this item is $15.00</p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/corvette.jpg?v=1505679768,1,Corvette poster (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/corvette.jpg?v=1505679768,lb,,
shm3009,Corben DEN poster,"Limited Edition Print (19"" x 24"") by Richard Corben
<p> </p>
<strong><span color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif"" style=""color: #990000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: large;""><em> </em></span></strong>
<p> The artist I most want to aspire to is Richard Corben. His style is visual and it tells the story just as you see it... ...my favorite is Corben. I love everything he does, I love his stuff ...he_s an amazing artist. </p>
_Guillermo del Toro",Heavy Metal,Poster,"Dcon, Dcon 2018, onsale, Posters",false,Variant,Default Title,,,,,"",0,shopify,26,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/corbenden.jpg?v=1505679482,1,<!--- 1 --->Corben DEN poster,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/corbenden.jpg?v=1505679482,lb,,
shm3004,Achilleos - 1981 Movie Poster,"19"" x 24""
<p>Chris Achilleos, artist and illustrator, has created some of the best-loved fantasy and glamour art of the past thirty years. His work ranges from this stunning image of Taarna, the famous Heavy Metal heroine, through classic Conan covers and Amazonian women to his more recent fetish paintings, all the time experimenting with new techniques and different materials.</p>
<p> </p>
<p align=""center""> </p>
<p> </p>
<strong><span color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif"" style=""color: #990000; font-family: Verdana, Arial, Helvetica, sans-serif; font-size: large;""><em> </em></span></strong>
<p> </p>",Heavy Metal,Poster,"Dcon, Dcon 2018, onsale, Posters",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/hmmovieposter.jpg?v=1505679697,1,Achilleos - 1981 Movie Poster,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/hmmovieposter.jpg?v=1505679697,lb,,
shm3003,5 Posters Special (ES),"Spaceship, New York, Corvette, Den &amp; Hideaway.<p>This item is distributed by Extensive Search (ES) - Heavy Metal doesn't ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,67.50,75.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/5posterspecial.jpg?v=1505679696,1,5 Posters Special (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/5posterspecial.jpg?v=1505679696,lb,,
shm3000,Royo poster - 20th Anniversary,<p>The Heavy Metal Magazine 20th Anniversary Poster created exclusively for the 20 Years of Heavy Metal museum exhibit</p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,13.46,14.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/20thanniversary.jpg?v=1505679953,1,Royo poster - 20th Anniversary,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/20thanniversary.jpg?v=1505679953,lb,,
shm6036,|| SDCC Exclusive Print ||- Frank Frazettas THE SILVER WARRIOR adapted by Kilian Eng,"<p>10 color screen print on 100lbs paper.</p>
<p>Measuring 18""x24""</p>
<p>Only 400 units produced</p>",Heavy Metal - No Sale,Poster,onsale,true,Variant,Default Title,,,,,Frank Frazetta's THE SILVER WARRIOR,3629,shopify,279,deny,bandwear-fulfillment,54.00,60.00,true,true,"",https://cdn.shopify.com/s/files/1/2358/6005/products/02_20_Small.jpg?v=1505679641,1,|| SDCC Exclusive Print ||- Frank Frazetta's THE SILVER WARRIOR,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/02_20_Small.jpg?v=1505679641,lb,,
shm5535,Royo poster - Sexy Cop,"Luis Royo image featuring a sexy futuristc cop, art measures 18"" x 24""<p>Luis Royo is amongst our most popular artists with dozens of Heavy Metal titles; check them all        Out !!</p><p align=""center""><strong><font color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif""><em><p><a href=""/shm/advanced_search_result.php?keywords=Royo&amp;x=0&amp;y=0"">A complete line up of Royo stuff </a></p></em></font></strong></p>",Heavy Metal,Poster,"Luis Royo, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/roypsexycop.jpg?v=1505679957,1,Royo poster - Sexy Cop,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/roypsexycop.jpg?v=1505679957,lb,,
shm5506,Bisley poster - Warrior,"<p>18"" x 26"" poster on glossy stock - shipped wrapped and rolled</p>",Heavy Metal,Poster,"onsale, Posters, Simon Bisley",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizposter6.jpg?v=1505679751,1,Bisley poster - Warrior,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizposter6.jpg?v=1505679751,lb,,
shm5364,Sperlonga poster - Steampunk Doll,"Steampunk Doll<p>The newest Lorenzo Sperlonga poster is a stunning piece measuring 16"" x 24""  Also the cover for the March 2010 issue of the magazine</p><p></p><p align=""center""><strong><font color=""#990000"" size=""4"" face=""Verdana, Arial, Helvetica, sans-serif""><em><p>Also check         out <a href=""/shm/advanced_search_result.php?keywords=Sperlonga+&amp;x=0&amp;y=0"">COMPLETE LINE UP OF SPERLONGA TITLES</a></p></em></font></strong></p>",Heavy Metal,Poster,"Lorenzo Sperlonga, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/sperlongasteampunkposter.jpg?v=1505680021,1,Sperlonga poster - Steampunk Doll,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/sperlongasteampunkposter.jpg?v=1505680021,lb,,
shm5224,Bisley poster - Indian Girl,"Brand new Bisley poster - 18"" x 24""<p>Poster is shipped rolled and shrink wrapped</p>",Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bisleystomp.jpg?v=1505679744,1,Bisley poster - Indian Girl,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bisleystomp.jpg?v=1505679744,lb,,
shm5223,Bisley poster - Spike & Me,New 18 x 24 inch Bisley poster.<p>Poster is shipped rolled and shrink wrapped</p>,Heavy Metal,Poster,"onsale, Posters, Simon Bisley",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bisleygringun.jpg?v=1505679748,1,Bisley poster - Spike & Me,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bisleygringun.jpg?v=1505679748,lb,,
shm5222,Bisley poster - Lost Angel,18 x 24 inch poster by Simon Bisley.<p>Poster is shipped rolled and shrink wrapped</p>,Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bizbatsword.jpg?v=1505679746,1,Bisley poster - Lost Angel,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Bizbatsword.jpg?v=1505679746,lb,,
shm5221,Bisley poster - Dead Dawn,18 x 24 inch poster by Simon Bisley.<p>Poster is shipped rolled and shrink wrapped</p>,Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/gothart002a.jpg?v=1505679741,1,Bisley poster - Dead Dawn,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/gothart002a.jpg?v=1505679741,lb,,
shm5220,Bisley poster - Harvest Moon,18 x 24 inch poster by Simon Bisley.<p>Poster is shipped rolled and shrink wrapped</p>,Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizjune081.jpg?v=1505679743,1,Bisley poster - Harvest Moon,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizjune081.jpg?v=1505679743,lb,,
shm5068,Bisley poster - Mermaid Queen,"by Simon Bisley<p>19"" x 24"", full color</p>",Heavy Metal,Poster,"onsale, Posters, Simon Bisley",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/bisleymermaidposter.jpg?v=1505679746,1,Bisley poster - Mermaid Queen,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/bisleymermaidposter.jpg?v=1505679746,lb,,
shm5067,Bisley poster - Lost in Space,"by Simon Bisley<p>19"" x 24"" - Full Color - this image is also available as a mouse pad</p>",Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/pad.jpg?v=1505679746,1,Bisley poster - Lost in Space,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/pad.jpg?v=1505679746,lb,,
shm5066,Bisley poster - Jungle Girl,"19"" x 24"" Limited edition poster - Jungle Fever, aka Maneater<p>Image was the cover of Heavy Metal magazine (November 1994) and appears in The Art of Simon Bisley.</p>",Heavy Metal,Poster,"onsale, Posters, Simon Bisley, Simon Bisley-Eastman Collection",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/bisleyjunglefever.jpg?v=1505679745,1,Bisley poster - Jungle Girl,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/bisleyjunglefever.jpg?v=1505679745,lb,,
shm4533,Lorenzo Di Mauro poster - SexBomb,"<p>Sexy Di Mauro poster entitled ""Sex Bomb""18"" x 24""</p>",Heavy Metal,Poster,"Lorenzo Di Mauro, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/dimauro_poster02.jpg?v=1505679890,1,Lorenzo Di Mauro poster - SexBomb,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/dimauro_poster02.jpg?v=1505679890,lb,,
shm4532,Lorenzo Di Mauro poster - Honey,"Sexy Di Mauro poster titled ""Honey""<p>18"" x 24""</p>",Heavy Metal,Poster,"Lorenzo Di Mauro, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/dimauro_poster01.jpg?v=1505679889,1,Lorenzo Di Mauro poster - Honey,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/dimauro_poster01.jpg?v=1505679889,lb,,
shm4211,Lorenzo Di Mauro poster - Stacey,"<p>by Lorenzo Di Mauro18"" X 14""</p>",Heavy Metal,Poster,"Lorenzo Di Mauro, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/stacy_poster.jpg?v=1505679893,1,Lorenzo Di Mauro poster - Stacey,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/stacy_poster.jpg?v=1505679893,lb,,
